Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Browse Exists,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec
322,LO81580392013153LGN00,LO81580392013153LGN00,1,N,LO81580392013153LGN00, 158, 039, 158, 039,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:34:25.2366525,2013:153:06:34:55.2369555,9,3.41,69.51446348,107.75989918,4.925,6.264,Yes,30°18'22.75"N,59°43'20.64"E,31°17'48.80"N,58°57'34.49"E,30°54'54.72"N,60°54'20.63"E,29°18'09.32"N,60°27'59.15"E,29°41'05.46"N,58°33'08.32"E,30.30632,59.7224,31.29689,58.95958,30.9152,60.90573,29.30259,60.46643,29.68485,58.55231
323,LO81580402013153LGN00,LO81580402013153LGN00,1,N,LO81580402013153LGN00, 158, 040, 158, 040,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:34:49.2368949,2013:153:06:35:18.2371818,9,.19,69.67395785,103.74514499,4.952,4.21,Yes,28°52'08.98"N,59°20'56.98"E,29°51'32.94"N,58°35'46.75"E,29°28'48.68"N,60°30'50.18"E,27°51'58.72"N,60°05'03.66"E,28°14'45.82"N,58°11'47.69"E,28.86916,59.34916,29.85915,58.59632,29.48019,60.51394,27.86631,60.08435,28.24606,58.19658
324,LO81580412013153LGN00,LO81580412013153LGN00,1,N,LO81580412013153LGN00, 158, 041, 158, 041,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:35:13.2371313,2013:153:06:35:42.2374242,9,.05,69.7347909,99.69742143,4.567,4.078,Yes,27°25'52.86"N,58°58'59.99"E,28°25'15.10"N,58°14'22.56"E,28°02'39.55"N,60°07'52.25"E,26°25'45.48"N,59°42'38.16"E,26°48'24.70"N,57°50'48.55"E,27.43135,58.98333,28.42086,58.2396,28.04432,60.13118,26.4293,59.7106,26.80686,57.84682
325,LO81740162013153LGN00,LO81740162013153LGN00,1,N,LO81740162013153LGN00, 174, 016, 174, 016,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:04:08.2904808,2013:153:08:04:38.2907838,9,15.8,48.99316872,166.31346182,5.365,5.394,Yes,62°51'17.68"N,48°44'21.62"E,63°54'33.48"N,47°31'17.80"E,63°18'39.64"N,51°09'45.04"E,61°46'52.75"N,49°51'38.92"E,62°21'29.81"N,46°23'21.70"E,62.85491,48.73934,63.9093,47.52161,63.31101,51.16251,61.78132,49.86081,62.35828,46.38936
326,LO81580352013153LGN00,LO81580352013153LGN00,1,N,LO81580352013153LGN00, 158, 035, 158, 035,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:32:49.2356949,2013:153:06:33:19.2359919,9,8.61,67.95337179,122.83481993,5.98,5.254,Yes,36°02'34.91"N,61°18'12.20"E,37°02'12.95"N,60°29'35.27"E,36°38'28.75"N,62°34'35.83"E,35°02'05.14"N,62°05'21.08"E,35°25'47.17"N,60°02'52.15"E,36.04303,61.30339,37.03693,60.49313,36.64132,62.57662,35.03476,62.08919,35.42977,60.04782
327,LO81580362013153LGN00,LO81580362013153LGN00,1,N,LO81580362013153LGN00, 158, 036, 158, 036,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:33:13.2359313,2013:153:06:33:43.2362343,9,17.49,68.47326023,119.26420612,5.375,4.185,Yes,34°36'38.09"N,60°53'35.92"E,35°36'12.89"N,60°05'44.16"E,35°12'42.30"N,62°08'30.98"E,33°36'12.82"N,61°40'05.23"E,33°59'42.40"N,59°39'40.18"E,34.61058,60.89331,35.60358,60.0956,35.21175,62.14194,33.60356,61.66812,33.99511,59.66116
328,LO81580372013153LGN00,LO81580372013153LGN00,1,N,LO81580372013153LGN00, 158, 037, 158, 037,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:33:37.2361737,2013:153:06:34:07.2364707,9,6.84,68.91012457,115.54762282,5.651,5.07,Yes,33°10'37.06"N,60°29'37.36"E,34°10'08.76"N,59°42'28.76"E,33°46'50.92"N,61°43'09.44"E,32°10'15.96"N,61°15'28.66"E,32°33'33.95"N,59°17'00.38"E,33.17696,60.49371,34.1691,59.70799,33.78081,61.71929,32.1711,61.25796,32.55943,59.28344
329,LO82060422013153LGN00,LO82060422013153LGN00,1,N,LO82060422013153LGN00, 206, 042, 206, 042,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:11:32:15.4153515,2013:153:11:32:45.4156545,9,19.96,69.69578858,95.57579283,3.963,5.382,Yes,25°59'33.36"N,15°32'16.69"W,26°58'55.02"N,16°16'28.60"W,26°36'24.91"N,14°24'15.73"W,24°59'28.00"N,14°49'00.34"W,25°22'02.46"N,16°39'39.96"W,25.9926,-15.53797,26.98195,-16.27461,26.60692,-14.40437,24.99111,-14.81676,25.36735,-16.6611
330,LO82060432013153LGN00,LO82060432013153LGN00,1,N,LO82060432013153LGN00, 206, 043, 206, 043,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:11:32:39.4155939,2013:153:11:33:09.4158909,9,9.04,69.5561896,91.57620568,3.853,6.276,Yes,24°33'10.58"N,15°53'27.17"W,25°32'30.70"N,16°37'09.70"W,25°10'08.08"N,14°46'19.20"W,23°33'07.67"N,15°10'36.55"W,23°55'35.33"N,17°00'00.50"W,24.55294,-15.89088,25.54186,-16.61936,25.16891,-14.772,23.55213,-15.17682,23.92648,-17.00014
331,LO82060442013153LGN00,LO82060442013153LGN00,1,N,LO82060442013153LGN00, 206, 044, 206, 044,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:11:33:03.4158303,2013:153:11:33:33.4161333,9,4.53,69.31964041,87.65745632,5.126,6.029,Yes,23°06'45.29"N,16°14'17.34"W,24°06'04.25"N,16°57'32.65"W,23°43'48.32"N,15°07'57.94"W,22°06'44.57"N,15°31'49.91"W,22°29'06.11"N,17°20'04.56"W,23.11258,-16.23815,24.10118,-16.95907,23.73009,-15.13276,22.11238,-15.53053,22.48503,-17.3346
332,LO82060452013153LGN00,LO82060452013153LGN00,1,N,LO82060452013153LGN00, 206, 045, 206, 045,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:11:33:27.4160727,2013:153:11:33:57.4163757,9,6.47,68.98962171,83.8528197,4.654,4.971,Yes,21°40'18.48"N,16°34'48.22"W,22°39'36.43"N,17°17'38.54"W,22°17'26.56"N,15°29'13.63"W,20°40'19.81"N,15°52'42.60"W,21°02'35.88"N,17°39'53.53"W,21.6718,-16.58006,22.66012,-17.29404,22.29071,-15.48712,20.67217,-15.8785,21.0433,-17.66487
333,LO82060462013153LGN00,LO82060462013153LGN00,1,N,LO82060462013153LGN00, 206, 046, 206, 046,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:11:33:51.4163151,2013:153:11:34:21.4166121,9,.58,68.57008421,80.18695083,5.722,6.579,Yes,20°13'46.63"N,16°55'02.78"W,21°13'03.83"N,17°37'29.82"W,20°50'59.50"N,15°50'09.46"W,19°13'49.76"N,16°13'17.18"W,19°36'00.83"N,17°59'29.47"W,20.22962,-16.91744,21.21773,-17.62495,20.84986,-15.83596,19.23049,-16.22144,19.60023,-17.99152
334,LO82060472013153LGN00,LO82060472013153LGN00,1,N,LO82060472013153LGN00, 206, 047, 206, 047,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:11:34:15.4165515,2013:153:11:34:45.4168545,9,1.3,68.06656974,76.68433696,7.9,6.809,Yes,18°47'14.64"N,17°15'01.30"W,19°46'31.04"N,17°57'06.70"W,19°24'31.79"N,16°10'45.95"W,17°47'19.54"N,16°33'34.09"W,18°09'26.03"N,18°18'52.45"W,18.7874,-17.25036,19.77529,-17.95186,19.40883,-16.17943,17.78876,-16.55947,18.15723,-18.31457
335,LO82060502013153LGN00,LO82060502013153LGN00,1,N,LO82060502013153LGN00, 206, 050, 206, 050,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:11:35:27.4172727,2013:153:11:35:56.4175656,9,13.36,66.10874266,67.26512729,5.504,6.689,Yes,14°27'25.42"N,18°13'37.70"W,15°26'40.70"N,18°54'49.57"W,15°04'53.26"N,17°10'55.92"W,13°27'34.78"N,17°32'55.25"W,13°49'30.76"N,19°16'02.39"W,14.45706,-18.22714,15.44464,-18.91377,15.08146,-17.1822,13.45966,-17.54868,13.82521,-19.26733
336,LO81740362013153LGN00,LO81740362013153LGN00,1,N,LO81740362013153LGN00, 174, 036, 174, 036,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:12:06.2952606,2013:153:08:12:36.2955636,9,1.45,68.47729047,119.24242132,5.737,5.234,Yes,34°36'38.16"N,36°10'22.73"E,35°36'11.95"N,35°22'39.47"E,35°12'44.32"N,37°25'10.09"E,33°36'13.43"N,36°56'43.80"E,33°59'40.13"N,34°56'34.66"E,34.6106,36.17298,35.60332,35.37763,35.21231,37.41947,33.60373,36.9455,33.99448,34.94296
337,LO81740372013153LGN00,LO81740372013153LGN00,1,N,LO81740372013153LGN00, 174, 037, 174, 037,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:12:30.2955030,2013:153:08:13:00.2958000,9,.11,68.9135954,115.52456199,6,5.45,Yes,33°10'36.98"N,35°46'24.06"E,34°10'08.40"N,34°59'19.54"E,33°46'51.89"N,36°59'52.30"E,32°10'16.39"N,36°32'11.11"E,32°33'33.01"N,34°33'50.62"E,33.17694,35.77335,34.169,34.98876,33.78108,36.99786,32.17122,36.53642,32.55917,34.56406
338,LO81740212013153LGN00,LO81740212013153LGN00,1,N,LO81740212013153LGN00, 174, 021, 174, 021,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:06:08.2916808,2013:153:08:06:38.2919838,9,10.46,54.98490185,157.58914103,4.952,4.611,Yes,55°54'40.46"N,44°13'39.86"E,56°56'15.07"N,43°08'53.59"E,56°25'54.12"N,46°08'43.62"E,54°51'59.44"N,45°14'34.98"E,55°21'40.32"N,42°21'32.69"E,55.91124,44.22774,56.93752,43.14822,56.4317,46.14545,54.86651,45.24305,55.3612,42.35908
339,LO81740302013153LGN00,LO81740302013153LGN00,1,N,LO81740302013153LGN00, 174, 030, 174, 030,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:09:43.2938343,2013:153:08:10:13.2941313,9,1.43,64.31884613,138.22307733,4.685,5.179,Yes,43°11'05.39"N,38°49'40.69"E,44°11'07.73"N,37°56'34.22"E,43°45'53.78"N,40°15'20.99"E,42°10'05.95"N,39°40'45.23"E,42°35'09.71"N,37°25'31.12"E,43.18483,38.82797,44.18548,37.94284,43.76494,40.25583,42.16832,39.67923,42.58603,37.42531
340,LO81740382013153LGN00,LO81740382013153LGN00,1,N,LO81740382013153LGN00, 174, 038, 174, 038,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:12:54.2957454,2013:153:08:13:24.2960424,9,.19,69.26149191,111.68048598,5.221,5.325,Yes,31°44'32.28"N,35°22'59.66"E,32°44'01.21"N,34°36'32.08"E,32°20'54.92"N,36°35'14.68"E,30°44'14.86"N,36°08'15.04"E,31°07'22.26"N,34°11'36.10"E,31.7423,35.38324,32.73367,34.60891,32.34859,36.58741,30.73746,36.13751,31.12285,34.19336
341,LO81580222013153LGN00,LO81580222013153LGN00,1,N,LO81580222013153LGN00, 158, 022, 158, 022,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:27:39.2325939,2013:153:06:28:08.2328808,9,.09,56.12439519,155.77923247,4.949,5.553,Yes,54°30'30.71"N,68°12'53.71"E,55°31'50.45"N,67°09'38.88"E,55°02'17.81"N,70°03'28.66"E,53°28'05.34"N,69°12'34.31"E,53°57'02.88"N,66°25'02.17"E,54.50853,68.21492,55.53068,67.1608,55.03828,70.05796,53.46815,69.20953,53.9508,66.41727
342,LO81580232013153LGN00,LO81580232013153LGN00,1,N,LO81580232013153LGN00, 158, 023, 158, 023,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:28:02.2328202,2013:153:06:28:32.2331232,9,.15,57.25102366,153.90966459,6.422,5.135,Yes,53°06'08.32"N,67°31'29.21"E,54°07'14.70"N,66°29'43.66"E,53°38'25.94"N,69°17'57.95"E,52°03'57.35"N,68°29'56.18"E,52°32'15.47"N,65°47'32.06"E,53.10231,67.52478,54.12075,66.49546,53.64054,69.29943,52.06593,68.49894,52.53763,65.79224
343,LO81580242013153LGN00,LO81580242013153LGN00,1,N,LO81580242013153LGN00, 158, 024, 158, 024,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:28:26.2330626,2013:153:06:28:56.2333656,9,.88,58.35396274,151.97318322,5.641,4.684,Yes,51°41'35.52"N,66°52'19.52"E,52°42'29.70"N,65°51'59.36"E,52°14'20.83"N,68°35'02.36"E,50°39'37.62"N,67°49'34.86"E,51°07'19.78"N,65°11'56.98"E,51.6932,66.87209,52.70825,65.86649,52.23912,68.58399,50.66045,67.82635,51.12216,65.19916
344,LO81580252013153LGN00,LO81580252013153LGN00,1,N,LO81580252013153LGN00, 158, 025, 158, 025,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:28:50.2333050,2013:153:06:29:20.2336020,9,3.23,59.4310383,149.95635201,4.723,5.652,Yes,50°16'51.49"N,66°15'09.25"E,51°17'34.58"N,65°16'10.96"E,50°50'02.08"N,67°54'24.91"E,49°15'05.72"N,67°11'15.61"E,49°42'15.05"N,64°38'03.77"E,50.28097,66.25257,51.29294,65.26971,50.83391,67.90692,49.25159,67.18767,49.70418,64.63438
345,LO81580272013153LGN00,LO81580272013153LGN00,1,N,LO81580272013153LGN00, 158, 027, 158, 027,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:29:38.2337838,2013:153:06:30:08.2340808,9,17.06,61.49513428,145.63235866,5.487,5.241,Yes,47°26'56.04"N,65°06'00.36"E,48°27'20.20"N,64°09'34.63"E,48°00'51.16"N,66°39'09.36"E,46°25'31.40"N,65°59'56.62"E,46°51'43.27"N,63°34'43.72"E,47.4489,65.1001,48.45561,64.15962,48.01421,66.6526,46.42539,65.99906,46.86202,63.57881
346,LO81580282013153LGN00,LO81580282013153LGN00,1,N,LO81580282013153LGN00, 158, 028, 158, 028,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:30:02.2340202,2013:153:06:30:32.2343232,9,6.35,62.47536409,143.30030135,5.41,4.483,Yes,46°01'46.09"N,64°33'41.36"E,47°02'02.15"N,63°38'25.84"E,46°36'00.61"N,66°04'08.58"E,45°00'30.53"N,65°26'37.54"E,45°26'17.48"N,63°04'58.91"E,46.02947,64.56149,47.03393,63.64051,46.60017,66.06905,45.00848,65.44376,45.43819,63.08303
347,LO81580292013153LGN00,LO81580292013153LGN00,1,N,LO81580292013153LGN00, 158, 029, 158, 029,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:30:26.2342626,2013:153:06:30:56.2345656,9,6.67,63.41591163,140.83879574,5.103,4.057,Yes,44°36'28.76"N,64°02'41.24"E,45°36'37.44"N,63°08'32.53"E,45°11'01.10"N,65°30'38.81"E,43°35'21.66"N,64°54'39.53"E,44°00'45.76"N,62°36'20.99"E,44.60799,64.04479,45.6104,63.14237,45.18364,65.51078,43.58935,64.91098,44.01271,62.60583
348,LO81580302013153LGN00,LO81580302013153LGN00,1,N,LO81580302013153LGN00, 158, 030, 158, 030,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:30:50.2345050,2013:153:06:31:19.2347919,9,8.08,64.31219464,138.23693255,4.252,2.982,Yes,43°11'05.57"N,63°32'52.69"E,44°11'07.87"N,62°39'46.58"E,43°45'54.36"N,64°58'32.16"E,42°10'06.35"N,64°23'56.65"E,42°35'09.71"N,62°08'43.69"E,43.18488,63.54797,44.18552,62.66294,43.7651,64.9756,42.16843,64.39907,42.58603,62.14547
349,LO81580312013153LGN00,LO81580312013153LGN00,1,N,LO81580312013153LGN00, 158, 031, 158, 031,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:31:14.2347414,2013:153:06:31:43.2350343,9,3.16,65.15975064,135.48382439,3.882,3.308,Yes,41°45'35.32"N,63°04'08.72"E,42°45'31.79"N,62°12'02.12"E,42°20'39.16"N,64°27'40.50"E,40°44'43.01"N,63°54'21.13"E,41°09'27.40"N,61°42'01.37"E,41.75981,63.06909,42.75883,62.20059,42.34421,64.46125,40.74528,63.90587,41.15761,61.70038
350,LO81740132013153LGN00,LO81740132013153LGN00,1,N,LO81740132013153LGN00, 174, 013, 174, 013,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:02:57.2897757,2013:153:08:03:26.2900626,9,.94,45.24506602,171.82791633,4.765,3.579,Yes,66°56'20.76"N,52°29'09.17"E,68°01'06.10"N,51°11'41.78"E,67°20'03.26"N,55°22'11.89"E,65°50'27.78"N,53°39'08.42"E,66°29'36.24"N,49°41'40.27"E,66.9391,52.48588,68.01836,51.19494,67.33424,55.36997,65.84105,53.65234,66.4934,49.69452
351,LO81740402013153LGN00,LO81740402013153LGN00,1,N,LO81740402013153LGN00, 174, 040, 174, 040,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:13:42.2962242,2013:153:08:14:11.2965111,9,.64,69.67541888,103.72042916,3.936,5.586,Yes,28°52'10.13"N,34°37'43.25"E,29°51'34.52"N,33°52'29.82"E,29°28'48.83"N,35°47'39.91"E,27°51'59.40"N,35°21'53.42"E,28°14'47.98"N,33°28'30.94"E,28.86948,34.62868,29.85959,33.87495,29.48023,35.79442,27.8665,35.36484,28.24666,33.47526
352,LO81740222013153LGN00,LO81740222013153LGN00,1,N,LO81740222013153LGN00, 174, 022, 174, 022,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:06:32.2919232,2013:153:08:07:01.2922101,9,4.29,56.13279002,155.77324844,5.489,5.276,Yes,54°30'29.95"N,43°29'43.91"E,55°31'49.73"N,42°26'30.12"E,55°02'17.09"N,45°20'18.13"E,53°28'04.66"N,44°29'23.46"E,53°57'02.16"N,41°41'53.02"E,54.50832,43.49553,55.53048,42.4417,55.03808,45.33837,53.46796,44.48985,53.9506,41.69806
353,LO82220612013153LGN00,LO82220612013153LGN00,1,N,LO82220612013153LGN00, 222, 061, 222, 061,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:13:18:43.4792343,2013:153:13:19:12.4795212,9,2.76,55.20522476,45.59084093,6.997,5.679,Yes,1°26'47.58"S,46°22'18.08"W,0°27'30.78"S,47°02'12.55"W,0°49'03.76"S,45°21'46.37"W,2°26'28.46"S,45°42'24.95"W,2°04'43.64"S,47°22'55.06"W,-1.44655,-46.37169,-.45855,-47.03682,-.81771,-45.36288,-2.44124,-45.70693,-2.07879,-47.38196
354,LO82220652013153LGN00,LO82220652013153LGN00,1,N,LO82220652013153LGN00, 222, 065, 222, 065,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:13:20:18.4801818,2013:153:13:20:48.4804848,9,19.47,50.45329173,41.23853744,7.204,5.381,Yes,7°13'52.54"S,47°36'20.88"W,6°14'33.54"S,48°16'31.15"W,6°36'11.09"S,46°35'20.15"W,8°13'31.76"S,46°56'02.08"W,7°51'41.22"S,48°37'34.79"W,-7.23126,-47.6058,-6.24265,-48.27532,-6.60308,-46.58893,-8.22549,-46.93391,-7.86145,-48.62633
355,LO82220662013153LGN00,LO82220662013153LGN00,1,N,LO82220662013153LGN00, 222, 066, 222, 066,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:13:20:42.4804242,2013:153:13:21:12.4807212,9,4.04,49.22903517,40.34353162,6.583,5.383,Yes,8°40'36.34"S,47°55'00.95"W,7°41'16.48"S,48°35'18.35"W,8°02'55.75"S,46°53'46.90"W,9°40'15.17"S,47°14'32.35"W,9°18'22.57"S,48°56'30.08"W,-8.67676,-47.91693,-7.68791,-48.58843,-8.04882,-46.89636,-9.67088,-47.24232,-9.30627,-48.94169
356,LO82220672013153LGN00,LO82220672013153LGN00,1,N,LO82220672013153LGN00, 222, 067, 222, 067,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:13:21:06.4806606,2013:153:13:21:36.4809636,9,1.76,47.9924626,39.51485514,7.228,4.411,Yes,10°07'20.50"S,48°13'47.03"W,9°07'59.95"S,48°54'13.54"W,9°29'41.50"S,47°12'16.96"W,11°06'59.11"S,47°33'06.98"W,10°45'03.96"S,49°15'34.52"W,-10.12236,-48.22973,-9.13332,-48.90376,-9.49486,-47.20471,-11.11642,-47.55194,-10.7511,-49.25959
357,LO82220682013153LGN00,LO82220682013153LGN00,1,N,LO82220682013153LGN00, 222, 068, 222, 068,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:13:21:30.4809030,2013:153:13:22:00.4812000,9,14.31,46.74474214,38.74816635,7.011,4.814,Yes,11°34'04.40"S,48°32'40.16"W,10°34'42.78"S,49°13'17.26"W,10°56'26.95"S,47°30'51.08"W,12°33'42.98"S,47°51'46.87"W,12°11'44.81"S,49°34'48.76"W,-11.56789,-48.54449,-10.57855,-49.22146,-10.94082,-47.51419,-12.56194,-47.86302,-12.19578,-49.58021
358,LO82220692013153LGN00,LO82220692013153LGN00,1,N,LO82220692013153LGN00, 222, 069, 222, 069,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:13:21:54.4811454,2013:153:13:22:24.4814424,9,9.53,45.48756945,38.03985988,6.818,4.897,Yes,13°00'44.78"S,48°51'40.82"W,12°01'22.33"S,49°32'30.08"W,12°23'09.56"S,47°49'30.04"W,14°00'23.15"S,48°10'32.81"W,13°38'21.62"S,49°54'13.43"W,-13.01244,-48.86134,-12.02287,-49.54169,-12.38599,-47.82501,-14.00643,-48.17578,-13.63934,-49.90373
359,LO81740152013153LGN00,LO81740152013153LGN00,1,N,LO81740152013153LGN00, 174, 015, 174, 015,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:03:44.2902444,2013:153:08:04:14.2905414,9,6.43,47.7543559,168.09174722,3.677,3.448,Yes,64°13'30.36"N,49°52'28.78"E,65°17'13.16"N,48°37'47.82"E,64°39'48.02"N,52°26'04.49"E,63°08'38.65"N,51°00'52.42"E,63°44'36.24"N,47°23'38.72"E,64.2251,49.87466,65.28699,48.62995,64.66334,52.43458,63.14407,51.01456,63.7434,47.39409
360,LO81740672013153LGN00,LO81740672013153LGN00,1,N,LO81740672013153LGN00, 174, 067, 174, 067,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:24:27.3026727,2013:153:08:24:57.3029757,9,.06,48.01725027,39.53203252,4.895,4.568,Yes,10°07'20.86"S,25°55'59.63"E,9°08'00.56"S,25°15'34.20"E,9°29'41.68"S,26°57'28.66"E,11°06'59.26"S,26°36'38.56"E,10°45'04.50"S,24°54'13.18"E,-10.12246,25.93323,-9.13349,25.2595,-9.49491,26.95796,-11.11646,26.61071,-10.75125,24.90366
361,LO81740682013153LGN00,LO81740682013153LGN00,1,N,LO81740682013153LGN00, 174, 068, 174, 068,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:24:51.3029151,2013:153:08:25:21.3032121,9,.14,46.76983855,38.76427274,4.966,5.125,Yes,11°34'04.40"S,25°37'06.56"E,10°34'43.25"S,24°56'30.73"E,10°56'26.88"S,26°38'54.17"E,12°33'42.52"S,26°17'58.42"E,12°11'44.92"S,24°34'59.30"E,-11.56789,25.61849,-10.57868,24.94187,-10.9408,26.64838,-12.56181,26.29956,-12.19581,24.58314
362,LO82220822013153LGN00,LO82220822013153LGN00,1,N,LO82220822013153LGN00, 222, 082, 222, 082,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:13:27:05.4842505,2013:153:13:27:35.4845535,9,20.09,28.5297616,32.874726,6.287,6.407,Yes,31°44'32.24"S,53°20'54.96"W,30°44'43.33"S,54°06'56.88"W,31°07'53.98"S,52°08'59.75"W,32°44'22.85"S,52°33'50.11"W,32°20'50.17"S,54°33'49.61"W,-31.74229,-53.3486,-30.74537,-54.1158,-31.13166,-52.14993,-32.73968,-52.56392,-32.34727,-54.56378
363,LO82220832013153LGN00,LO82220832013153LGN00,1,N,LO82220832013153LGN00, 222, 083, 222, 083,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:13:27:29.4844929,2013:153:13:27:59.4847959,9,1.71,27.19411441,32.72901785,6.256,5.896,Yes,33°10'37.99"S,53°44'19.07"W,32°10'45.12"S,54°31'00.44"W,32°34'07.61"S,52°31'07.50"W,34°10'31.19"S,52°56'29.98"W,33°46'45.66"S,54°58'34.03"W,-33.17722,-53.73863,-32.1792,-54.51679,-32.56878,-52.51875,-34.17533,-52.94166,-33.77935,-54.97612
364,LO82220842013153LGN00,LO82220842013153LGN00,1,N,LO82220842013153LGN00, 222, 084, 222, 084,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:13:27:53.4847353,2013:153:13:28:23.4850323,9,5.42,25.85573991,32.61486331,5.276,5.076,Yes,34°36'39.10"S,54°08'17.45"W,33°36'42.23"S,54°55'40.37"W,34°00'17.42"S,52°53'44.20"W,35°36'35.57"S,53°19'41.81"W,35°12'36.22"S,55°23'58.38"W,-34.61086,-54.13818,-33.61173,-54.92788,-34.00484,-52.89561,-35.60988,-53.32828,-35.21006,-55.39955
